Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
1738352760000,102241.10000000,102256.44000000,102171.25000000,102191.31000000,33.41483000,1738352819999,3415058.84929510,9740,13.95958000,1426650.52291490,0
1738352820000,102191.31000000,102277.90000000,102164.00000000,102164.01000000,21.26041000,1738352879999,2173447.04541060,6269,10.38681000,1061808.96987460,0
1738352880000,102164.00000000,102244.76000000,102122.00000000,102185.62000000,39.13856000,1738352939999,3998827.10354340,9223,23.14453000,2364817.75091980,0
1738352940000,102185.62000000,102240.00000000,102175.82000000,102225.69000000,23.94435000,1738352999999,2447478.01319070,7050,10.13772000,1036159.04341060,0
1738353000000,102225.69000000,102272.00000000,102185.97000000,102186.50000000,55.56274000,1738353059999,5679871.69136710,14244,27.40977000,2801799.14551480,0
1738353060000,102186.51000000,102313.73000000,102186.51000000,102296.36000000,13.68990000,1738353119999,1399866.16672900,6381,7.29410000,745835.67724820,0
1738353120000,102296.36000000,102404.00000000,102280.00000000,102328.49000000,18.30273000,1738353179999,1872928.52099900,7906,11.43223000,1169866.23143700,0
1738353180000,102328.49000000,102328.49000000,102212.14000000,102273.59000000,19.69842000,1738353239999,2014409.14499020,5069,10.65251000,1089342.97236930,0
1738353240000,102273.59000000,102496.75000000,102273.59000000,102457.66000000,22.46097000,1738353299999,2300533.67533800,5985,18.01367000,1844967.30632240,0
1738353300000,102457.65000000,102527.92000000,102397.57000000,102500.00000000,35.18792000,1738353359999,3605129.87232380,6670,20.27289000,2076687.43731140,0
1738353360000,102500.01000000,102500.01000000,102380.30000000,102392.15000000,13.59912000,1738353419999,1392967.74701940,6372,6.79094000,695591.49903230,0
1738353420000,102392.16000000,102392.16000000,102296.50000000,102331.24000000,17.60167000,1738353479999,1801182.57612680,5315,10.29970000,1053875.88707280,0
1738353480000,102331.24000000,102387.86000000,102243.10000000,102382.13000000,20.36173000,1738353539999,2083100.78928920,8116,9.67497000,989737.20603940,0
1738353540000,102382.13000000,102421.12000000,102312.00000000,102312.32000000,12.03528000,1738353599999,1231954.32720930,5222,7.61567000,779554.94598290,0
1738353600000,102312.31000000,102312.31000000,102139.99000000,102231.99000000,49.18399000,1738353659999,5027072.29980710,9185,13.42382000,1371782.36969850,0
1738353660000,102231.99000000,102241.09000000,102156.87000000,102183.32000000,19.64886000,1738353719999,2008180.12574900,6096,9.29289000,949710.12848150,0
1738353720000,102183.32000000,102198.68000000,102131.09000000,102149.98000000,21.15457000,1738353779999,2161190.61075670,5749,12.35455000,1262156.69595980,0
1738353780000,102149.99000000,102248.15000000,102149.99000000,102208.47000000,20.98292000,1738353839999,2144232.66645140,6761,11.22804000,1147307.42007270,0
1738353840000,102208.48000000,102213.37000000,102100.00000000,102109.24000000,29.37258000,1738353899999,3000028.83054060,7622,8.80627000,899512.49569240,0
1738353900000,102109.25000000,102312.00000000,102109.25000000,102247.00000000,16.74655000,1738353959999,1712017.06160190,8009,11.52745000,1178290.96741220,0
1738353960000,102247.00000000,102247.00000000,102149.08000000,102189.63000000,15.05464000,1738354019999,1538518.01810000,6455,7.86913000,804108.82381250,0
1738354020000,102189.78000000,102233.57000000,102150.00000000,102157.92000000,16.05982000,1738354079999,1641080.49105830,6289,9.50336000,971074.17294560,0
1738354080000,102157.92000000,102226.15000000,102109.41000000,102112.50000000,25.14544000,1738354139999,2568483.94922180,5540,12.81529000,1308965.24023290,0
1738354140000,102112.50000000,102200.00000000,102112.50000000,102178.44000000,10.40605000,1738354199999,1063088.22503900,4225,6.74440000,689001.59676060,0
1738354200000,102178.44000000,102247.01000000,102141.37000000,102198.77000000,10.31005000,1738354259999,1053596.44543060,5426,4.38430000,448046.88847650,0
1738354260000,102198.77000000,102291.28000000,102184.41000000,102246.24000000,22.39885000,1738354319999,2289848.32857200,5839,15.77903000,1613029.24255480,0
1738354320000,102246.23000000,102246.23000000,102071.89000000,102136.77000000,40.11579000,1738354379999,4097018.96203230,9512,14.48274000,1479051.42419230,0
1738354380000,102136.76000000,102173.65000000,102059.02000000,102076.34000000,19.48872000,1738354439999,1990002.37943350,8741,6.66861000,680894.90502720,0
1738354440000,102076.34000000,102176.75000000,102074.66000000,102118.09000000,14.16862000,1738354499999,1446824.68823980,5753,6.88370000,702894.30374410,0
1738354500000,102118.10000000,102166.77000000,102081.33000000,102081.33000000,22.18175000,1738354559999,2265032.34858870,7057,8.33550000,851200.64615360,0
1738354560000,102081.33000000,102089.39000000,102000.00000000,102055.71000000,53.29698000,1738354619999,5438117.10757430,11806,12.67326000,1293225.93388200,0
1738354620000,102055.72000000,102271.67000000,102044.14000000,102139.88000000,37.35536000,1738354679999,3816611.06313520,8691,19.00608000,1941871.19029680,0
1738354680000,102139.88000000,102207.04000000,102100.01000000,102153.34000000,11.59045000,1738354739999,1183930.29022320,5660,6.96291000,711175.67985790,0
1738354740000,102153.35000000,102191.20000000,102040.75000000,102070.91000000,24.66392000,1738354799999,2518507.84225520,8964,7.76713000,793216.74248730,0
