Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
1738378800000,102466.96000000,102518.42000000,102300.00000000,102346.00000000,151.87827000,1738380599999,15552532.41617730,36687,54.67947000,5599326.75018180,0
1738380600000,102346.00000000,102360.00000000,102198.52000000,102249.19000000,182.86934000,1738382399999,18702161.27616710,32147,97.13595000,9933883.42640310,0
1738382400000,102249.19000000,102331.16000000,102118.56000000,102238.06000000,171.78237000,1738384199999,17562168.84026440,37184,101.49653000,10376943.05073590,0
1738384200000,102238.07000000,102503.03000000,102236.55000000,102316.16000000,150.51294000,1738385999999,15413578.40796930,32866,91.45981000,9365776.35792480,0
1738386000000,102316.15000000,102479.48000000,102235.29000000,102479.47000000,135.86124000,1738387799999,13907603.44507780,23580,63.41350000,6491572.75591460,0
1738387800000,102479.47000000,102588.57000000,102437.11000000,102500.00000000,118.82373000,1738389599999,12180461.73711310,22134,62.16922000,6372836.12050730,0
1738389600000,102500.00000000,102577.12000000,102313.72000000,102354.90000000,104.11323000,1738391399999,10665361.51548680,25010,34.08336000,3491797.79269000,0
1738391400000,102354.89000000,102446.14000000,102184.46000000,102402.91000000,127.85760000,1738393199999,13082163.11248430,35201,59.23662000,6061734.75402600,0
1738393200000,102402.91000000,102494.69000000,102265.55000000,102301.44000000,122.43674000,1738394999999,12536755.59056350,25021,43.38510000,4442617.95436210,0
1738395000000,102301.44000000,102380.00000000,102161.82000000,102166.49000000,120.83016000,1738396799999,12352836.13839730,27100,56.01477000,5726685.44956320,0
1738396800000,102166.49000000,102276.99000000,101952.00000000,102009.26000000,366.47871000,1738398599999,37405535.27814890,50494,74.83982000,7641458.78624880,0
1738398600000,102009.27000000,102053.14000000,101836.43000000,102016.85000000,283.17146000,1738400399999,28874954.00641100,54318,95.05288000,9693319.76808500,0
1738400400000,102016.85000000,102016.85000000,101800.01000000,101865.14000000,192.68920000,1738402199999,19631057.37955430,49420,94.54492000,9630710.33471580,0
1738402200000,101865.14000000,101889.99000000,101412.00000000,101675.99000000,445.31884000,1738403999999,45255696.59827560,89206,147.21551000,14961179.78008270,0
1738404000000,101675.99000000,101939.49000000,101675.99000000,101872.03000000,215.87768000,1738405799999,21978540.27989640,51347,127.42707000,12973194.38271950,0
1738405800000,101872.02000000,101984.99000000,101626.82000000,101638.00000000,195.99689000,1738407599999,19952863.97470080,42067,78.71743000,8014887.75637490,0
1738407600000,101638.00000000,102026.79000000,101638.00000000,101980.68000000,155.74974000,1738409399999,15864595.93745620,45287,92.18317000,9388746.13850430,0
1738409400000,101980.67000000,102055.98000000,101879.75000000,102028.81000000,173.86252000,1738411199999,17729805.78473880,36048,94.85083000,9672301.73803230,0
1738411200000,102028.82000000,102205.30000000,102009.12000000,102178.60000000,221.31110000,1738412999999,22600921.31564230,42882,141.10276000,14409988.25627900,0
1738413000000,102178.61000000,102329.01000000,102156.22000000,102277.71000000,228.47525000,1738414799999,23363199.68833000,43709,132.18180000,13517077.47926480,0
1738414800000,102277.71000000,102278.00000000,102163.56000000,102246.00000000,155.61559000,1738416599999,15910428.20577110,35310,70.43610000,7201558.46729520,0
1738416600000,102245.99000000,102284.46000000,101799.90000000,101869.02000000,292.23188000,1738418399999,29822543.35801080,56237,94.46580000,9642509.14881600,0
1738418400000,101869.04000000,102119.24000000,101812.00000000,102111.18000000,213.46933000,1738420199999,21765066.12347440,58296,121.76943000,12416541.61445690,0
1738420200000,102111.17000000,102173.45000000,101827.52000000,101827.53000000,220.81076000,1738421999999,22523935.58844180,40211,93.07826000,9494857.98696560,0
1738422000000,101827.53000000,102059.66000000,101730.79000000,102005.33000000,203.06999000,1738423799999,20695271.21787890,60295,109.53989000,11165286.99884860,0
1738423800000,102005.34000000,102185.94000000,101959.57000000,102073.89000000,169.69129000,1738425599999,17323759.18425160,48891,91.78900000,9371640.50492500,0
1738425600000,102073.89000000,102209.98000000,101906.59000000,102086.24000000,185.27790000,1738427399999,18905066.95034110,54896,85.05005000,8678346.46064200,0
1738427400000,102086.24000000,102113.91000000,101863.77000000,101892.32000000,128.56881000,1738429199999,13113585.42431540,36983,64.53257000,6581595.11001360,0
1738429200000,101892.32000000,102297.99000000,101892.32000000,102212.44000000,237.45256000,1738430999999,24262528.30164770,51659,145.38985000,14855716.98516030,0
1738431000000,102212.45000000,102287.30000000,102094.00000000,102262.49000000,83.44940000,1738432799999,8528542.18580370,28328,36.88091000,3769348.58155330,0
1738432800000,102262.50000000,102279.52000000,102107.93000000,102154.24000000,100.06019000,1738434599999,10226240.69027820,33349,38.28742000,3913492.99703720,0
1738434600000,102154.23000000,102200.79000000,101965.24000000,102003.70000000,111.08809000,1738436399999,11338123.30560370,37959,42.03646000,4290395.81223520,0
1738436400000,102003.70000000,102023.63000000,101777.56000000,101806.86000000,225.02377000,1738438199999,22925353.84234610,61758,88.40845000,9007053.83031590,0
1738438200000,101806.86000000,101856.44000000,101448.00000000,101669.60000000,401.65986000,1738439999999,40824752.65971600,84812,143.73230000,14609700.74407650,0
1738440000000,101669.60000000,101669.60000000,101151.25000000,101215.93000000,727.95244000,1738441799999,73810633.96708710,140182,243.37103000,24676757.29407760,0
1738441800000,101215.93000000,101532.39000000,101000.00000000,101333.34000000,555.19371000,1738443599999,56162754.51396440,124571,239.64289000,24248585.88541480,0
1738443600000,101333.34000000,101578.04000000,101176.70000000,101480.68000000,278.26350000,1738445399999,28233266.15271660,71951,146.90714000,14905785.01294120,0
1738445400000,101480.68000000,101490.20000000,101001.00000000,101199.82000000,346.18542000,1738447199999,35060311.62804300,78510,149.93317000,15187867.44087780,0
1738447200000,101199.81000000,101428.00000000,100666.00000000,100730.00000000,536.98950000,1738448999999,54235502.90608540,105050,195.63030000,19761876.32163250,0
1738449000000,100730.00000000,100968.18000000,100510.00000000,100666.91000000,482.71919000,1738450799999,48595843.08238450,101250,218.18766000,21967070.33645940,0
1738450800000,100666.90000000,100684.00000000,100279.51000000,100517.70000000,921.91142000,1738452599999,92600132.40831140,127794,434.27404000,43619196.99402600,0
1738452600000,100517.69000000,100871.45000000,100462.90000000,100635.65000000,372.78062000,1738454399999,37549972.37906620,81473,197.92444000,19937289.48910890,0
1738454400000,100635.66000000,101180.01000000,100500.00000000,101150.47000000,356.10283000,1738456199999,35890776.37488850,88170,196.96328000,19856841.33632760,0
1738456200000,101150.46000000,101288.51000000,101058.82000000,101243.86000000,268.98636000,1738457999999,27217913.77612460,58106,150.36824000,15215306.70425880,0
1738458000000,101243.86000000,101456.60000000,101185.82000000,101374.59000000,183.38481000,1738459799999,18584445.74241250,49032,94.59699000,9585958.69904610,0
1738459800000,101374.60000000,101382.25000000,101165.10000000,101248.38000000,173.39070000,1738461599999,17563293.51380920,50989,77.05165000,7804632.96861320,0
1738461600000,101248.38000000,101271.32000000,100769.18000000,100930.32000000,324.07041000,1738463399999,32729936.60587310,67631,132.83979000,13414418.19486580,0
1738463400000,100930.33000000,100930.33000000,100425.00000000,100452.16000000,387.37701000,1738465199999,38991569.24486240,98178,153.56320000,15456450.17956400,0
1738465200000,100452.16000000,100755.93000000,99418.50000000,99612.00000000,2024.56430000,1738466999999,202408775.29717770,249675,647.65642000,64761542.03368660,0
1738467000000,99611.99000000,99754.69000000,99148.91000000,99206.86000000,847.46996000,1738468799999,84316174.12672160,205328,359.00530000,35722460.23166360,0
1738468800000,99206.85000000,99681.67000000,99031.19000000,99539.09000000,786.99344000,1738470599999,78171541.54601810,193356,382.86387000,38035577.95514950,0
1738470600000,99539.08000000,99884.00000000,99465.62000000,99538.60000000,460.37108000,1738472399999,45898872.15731710,105053,221.97539000,22133430.57429130,0
1738472400000,99538.60000000,99982.38000000,99500.00000000,99820.64000000,317.75681000,1738474199999,31705305.32149810,91130,159.21385000,15887031.57491810,0
1738474200000,99820.64000000,100342.69000000,99804.01000000,100259.53000000,396.47191000,1738475999999,39710705.78539460,74351,215.31135000,21563544.58227760,0
1738476000000,100259.53000000,100515.99000000,100094.69000000,100488.01000000,367.67376000,1738477799999,36881192.46306870,72984,220.57566000,22130862.80714640,0
1738477800000,100488.01000000,100488.02000000,100238.90000000,100265.15000000,284.93046000,1738479599999,28594257.41089150,65480,119.28802000,11971284.76911940,0
1738479600000,100265.15000000,100277.54000000,99781.62000000,99886.45000000,337.91993000,1738481399999,33823722.60698570,79479,120.40196000,12047485.39765700,0
1738481400000,99886.46000000,99959.65000000,99565.60000000,99643.30000000,526.66599000,1738483199999,52533263.33368040,81673,174.05781000,17364533.95190810,0
1738483200000,99643.30000000,99842.29000000,99315.91000000,99753.74000000,584.41233000,1738484999999,58183842.37809200,102056,237.75844000,23678783.09991330,0
1738485000000,99753.74000000,100100.00000000,99655.50000000,99831.04000000,333.45755000,1738486799999,33326817.48795920,88476,192.70359000,19261025.23560900,0
1738486800000,99831.05000000,99831.05000000,99352.94000000,99562.01000000,428.00893000,1738488599999,42625761.34098930,75225,175.81692000,17509675.06751250,0
1738488600000,99562.00000000,99864.02000000,99495.14000000,99690.78000000,286.65586000,1738490399999,28572308.81404090,66737,107.37788000,10702900.91774660,0
1738490400000,99690.78000000,99694.72000000,99200.00000000,99368.33000000,618.88247000,1738492199999,61515565.92989250,91108,247.83027000,24639902.97051940,0
1738492200000,99368.33000000,99644.49000000,99276.43000000,99417.06000000,361.06910000,1738493999999,35916984.99404020,83838,178.50147000,17761026.48619330,0
1738494000000,99417.07000000,99604.00000000,99000.00000000,99006.01000000,496.18091000,1738495799999,49241574.84718980,115715,160.07692000,15888492.74115230,0
1738495800000,99006.00000000,99272.70000000,98645.00000000,98864.60000000,998.55615000,1738497599999,98779982.68840390,216765,367.37107000,36347896.11222240,0
1738497600000,98864.60000000,99166.19000000,98742.13000000,98831.91000000,506.89583000,1738499399999,50158218.23788000,131689,211.67508000,20948229.94185970,0
1738499400000,98831.92000000,98831.92000000,98157.00000000,98178.00000000,944.92468000,1738501199999,93058770.98028290,163822,320.55091000,31574850.64983760,0
1738501200000,98178.00000000,98810.42000000,98160.00000000,98733.70000000,599.62815000,1738502999999,59061339.53956350,142169,337.49595000,33242537.76896880,0
1738503000000,98733.70000000,98827.18000000,98484.20000000,98795.88000000,1155.63129000,1738504799999,113981390.18215990,102852,591.27374000,58311520.93499410,0
1738504800000,98795.89000000,99422.00000000,98705.88000000,99421.99000000,796.50155000,1738506599999,78991314.44633700,142191,459.28487000,45549873.89774860,0
1738506600000,99421.99000000,99439.05000000,99172.72000000,99205.08000000,355.92074000,1738508399999,35351060.23955020,88115,159.22619000,15814936.54541080,0
1738508400000,99205.08000000,99264.00000000,98824.00000000,98826.35000000,494.97488000,1738510199999,49011009.37635610,124665,193.69823000,19175835.45914980,0
1738510200000,98826.36000000,99405.74000000,98720.55000000,99346.87000000,410.90880000,1738511999999,40749961.16364780,119380,219.63345000,21789632.13651970,0
1738512000000,99346.87000000,99361.97000000,98816.56000000,98847.68000000,495.38124000,1738513799999,49101315.09760950,128035,246.03681000,24392665.08349880,0
1738513800000,98847.69000000,98954.89000000,98075.02000000,98264.00000000,958.32321000,1738515599999,94398415.57977250,235170,417.82109000,41170594.18137890,0
1738515600000,98264.01000000,98580.38000000,97632.58000000,97848.01000000,1383.23195000,1738517399999,135680721.39622470,281443,589.47676000,57839223.21510330,0
1738517400000,97848.00000000,98128.00000000,97019.00000000,97228.85000000,1829.21758000,1738519199999,178447696.35795010,423823,796.39742000,77717985.28881390,0
1738519200000,97228.86000000,97931.65000000,97019.00000000,97831.99000000,1159.50150000,1738520999999,112939110.02281590,318595,603.27276000,58759328.95250610,0
1738521000000,97831.99000000,97871.03000000,96821.54000000,97087.92000000,1688.23000000,1738522799999,164100338.11054110,346085,635.45306000,61772175.21372080,0
1738522800000,97087.92000000,97240.00000000,96842.33000000,97205.34000000,195.42593000,1738524599999,18960493.04227010,39767,92.60970000,8985769.40222460,0
